Nível_da_estrutura_de_tópicos;EDT;Nome;Duração (dias);Início;Término;Predecessoras;Sucessoras;Predecessoras de EDT;Sucessoras de EDT;Crítica
5;2.12.2.3.2;LASTRO DE VALA COM PREPARO DE FUNDO, LARGURA MENOR QUE 1,5 M, COM CAMADA DE BRITA, LANÇAMENTO MECANIZADO, EM LOCAL COM NÍVEL BAIXO DE INTERFERÊNCIA. AF_06/2016;1.13 ;02/04/2025 17:27;04/04/2025 09:27;225;"217;220";2.12.2.3.1;"2.12.2.1.1;2.12.2.2.1";Não
5;2.12.2.3.3;REATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA DA RETRO: 0,26 M³ / POTÊNCIA: 88 HP), LARGURA ATÉ 0,8 M, PROFUNDIDADE ATÉ 1,5 M, COM SOLO DE 1ª CATEGORIA EM LOCAIS COM BAIXO NÍVEL DE INTERFERÊNCIA. AF_04/2016;1.13 ;10/04/2025 14:27;11/04/2025 15:27;223;"467;391";2.12.2.2.4;"2.21.2.1;2.15.2.1";Não
3;2.12.3;INSTALAÇÕES SANITÁRIAS - ESGOTO;71.67 ;01/04/2025 16:27;10/07/2025 13:47;;;;;Sim
4;2.12.3.1;TUBULAÇÕES E CONEXÕES;4.5 ;04/04/2025 09:27;10/04/2025 14:27;;;;;Sim
5;2.12.3.1.1;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INST. TUBO PVC, SÉRIE N, ESGOTO PREDIAL, 100 MM (INST. RAMAL DESCARGA, RAMAL DE ESG. SANIT., PRUMADA ESG. SANIT., VENTILAÇÃO OU SUB-COLETOR AÉREO), INCL. CONEXÕES E CORTES, FIXAÇÕES, P/ PRÉDIOS. AF_10/2015;1.13 ;04/04/2025 09:27;07/04/2025 10:27;244;231;2.12.3.3.2;2.12.3.1.2;Sim
5;2.12.3.1.2;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INST. TUBO PVC, SÉRIE N, ESGOTO PREDIAL, DN 75 MM, (INST. EM RAMAL DE DESCARGA, RAMAL DE ESG. SANITÁRIO, PRUMADA DE ESG. SANITÁRIO OU VENTILAÇÃO), INCL. CONEXÕES, CORTES E FIXAÇÕES, P/ PRÉDIOS. AF_10/2015;1.13 ;07/04/2025 10:27;08/04/2025 11:27;230;232;2.12.3.1.1;2.12.3.1.3;Sim
5;2.12.3.1.3;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INSTALAÇÃO DE TUBO DE PVC, SÉRIE NORMAL, ESGOTO PREDIAL, DN 50 MM (INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO), INCLUSIVE CONEXÕES, CORTES E FIXAÇÕES PARA, PRÉDIOS. AF_10/2015;1.13 ;08/04/2025 11:27;09/04/2025 13:27;231;233;2.12.3.1.2;2.12.3.1.4;Sim
5;2.12.3.1.4;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INSTALAÇÃO DE TUBO DE PVC, SÉRIE NORMAL, ESGOTO PREDIAL, DN 40 MM (INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO), INCLUSIVE CONEXÕES, CORTES E FIXAÇÕES, PARA PRÉDIOS. AF_10/2015;1.13 ;09/04/2025 13:27;10/04/2025 14:27;232;"239;236";2.12.3.1.3;"2.12.3.2.2.1;2.12.3.2.1.1";Sim
4;2.12.3.2;EQUIPAMENTOS E ACESSÓRIOS;3.38 ;10/04/2025 14:27;15/04/2025 17:27;;;;;Sim
5;2.12.3.2.1;CX DE GORDURA E DE INSPEÇÃO;2.25 ;10/04/2025 14:27;14/04/2025 16:27;;;;;Não
6;2.12.3.2.1.1;CAIXA DE GORDURA SIMPLES (CAPACIDADE: 36L), RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS = 0,2X0,4 M, ALTURA INTERNA = 0,8 M. AF_12/2020;1.13 ;10/04/2025 14:27;11/04/2025 15:27;233;237;2.12.3.1.4;2.12.3.2.1.2;Não
6;2.12.3.2.1.2;CAIXA DE INSPEÇÃO EM CONCRETO PRÉ-MOLDADO DN 60CM COM TAMPA H= 60CM - FORNECIMENTO E INSTALACAO;1.13 ;11/04/2025 15:27;14/04/2025 16:27;236;480;2.12.3.2.1.1;3;Não
5;2.12.3.2.2;RALOS SIFONADOS;3.38 ;10/04/2025 14:27;15/04/2025 17:27;;;;;Sim
6;2.12.3.2.2.1;RALO SIFONADO, PVC, DN 100 X 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_08/2022;1.13 ;10/04/2025 14:27;11/04/2025 15:27;233;240;2.12.3.1.4;2.12.3.2.2.2;Sim
6;2.12.3.2.2.2;CAIXA SIFONADA, PVC, DN 100 X 100 X 50 MM, JUNTA ELÁSTICA, FORNECIDA E INSTALADA EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_08/2022;1.13 ;11/04/2025 15:27;14/04/2025 16:27;239;241;2.12.3.2.2.1;2.12.3.2.2.3;Sim
6;2.12.3.2.2.3;CAIXA SIFONADA, PVC, DN 150 X 185 X 75 MM, JUNTA ELÁSTICA, FORNECIDA E INSTALADA EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_08/2022;1.13 ;14/04/2025 16:27;15/04/2025 17:27;240;"480;245;128";2.12.3.2.2.2;"3;2.12.3.3.3;2.9.6.1";Sim
4;2.12.3.3;ESCAVAÇÕES, LASTRO, ATERRO E REATERRO;11.25 ;01/04/2025 16:27;17/04/2025 09:27;;;;;Sim
5;2.12.3.3.1;ESCAVAÇÃO MANUAL DE VALA COM PROFUNDIDADE MENOR OU IGUAL A 1,30 M. AF_02/2021;1.13 ;01/04/2025 16:27;02/04/2025 17:27;144;"244;247";2.10.2.4.2;"2.12.3.3.2;2.12.3.4.1";Sim
5;2.12.3.3.2;LASTRO DE VALA COM PREPARO DE FUNDO, LARGURA MENOR QUE 1,5 M, COM CAMADA DE BRITA, LANÇAMENTO MECANIZADO, EM LOCAL COM NÍVEL BAIXO DE INTERFERÊNCIA. AF_06/2016;1.13 ;02/04/2025 17:27;04/04/2025 09:27;243;230;2.12.3.3.1;2.12.3.1.1;Sim
5;2.12.3.3.3;REATERRO MECANIZADO DE VALA COM RETROESCAVADEIRA (CAPACIDADE DA CAÇAMBA DA RETRO: 0,26 M³ / POTÊNCIA: 88 HP), LARGURA ATÉ 0,8 M, PROFUNDIDADE ATÉ 1,5 M, COM SOLO DE 1ª CATEGORIA EM LOCAIS COM BAIXO NÍVEL DE INTERFERÊNCIA. AF_04/2016;1.13 ;15/04/2025 17:27;17/04/2025 09:27;241;"467;391";2.12.3.2.2.3;"2.21.2.1;2.15.2.1";Sim
4;2.12.3.4;CARGA,TRANS  DES ESPAL DE MAT PRO D FUN(MATERIAL DAS VALAS);2.25 ;02/04/2025 17:27;07/04/2025 10:27;;;;;Não
5;2.12.3.4.1;CARGA E DESCARGA MECANICA DE SOLO UTILIZANDO CAMINHAO BASCULANTE 6,0M3/16T E PA CARREGADEIRA SOBRE PNEUS 128 HP, CAPACIDADE DA CAÇAMBA 1,7 A 2,8 M3, PESO OPERACIONAL 11632 KG;1.13 ;02/04/2025 17:27;04/04/2025 09:27;"243;225;200";248;"2.12.3.3.1;2.12.2.3.1;2.12.1.1.3.1";2.12.3.4.2;Não
5;2.12.3.4.2;TRANSPORTE COM CAMINHÃO BASCULANTE DE 6 M³, EM VIA URBANA PAVIMENTADA, ADICIONAL PARA DMT EXCEDENTE A 30 KM (UNIDADE: M3XKM). AF_07/2020;1.13 ;04/04/2025 09:27;07/04/2025 10:27;247;480;2.12.3.4.1;3;Não
4;2.12.3.5;VENTILAÇÃO;2.25 ;08/07/2025 10:47;10/07/2025 13:47;;;;;Não
5;2.12.3.5.1;TUBULAÇÕES E CONEXÕES;2.25 ;08/07/2025 10:47;10/07/2025 13:47;;;;;Não
6;2.12.3.5.1.1;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INST. TUBO PVC, SÉRIE N, ESGOTO PREDIAL, DN 75 MM, (INST. EM RAMAL DE DESCARGA, RAMAL DE ESG. SANITÁRIO, PRUMADA DE ESG. SANITÁRIO OU VENTILAÇÃO), INCL. CONEXÕES, CORTES E FIXAÇÕES, P/ PRÉDIOS. AF_10/2015;1.13 ;08/07/2025 10:47;09/07/2025 11:47;"370;375";252;"2.13.2.1;2.13.4";2.12.3.5.1.2;Não
6;2.12.3.5.1.2;(COMPOSIÇÃO REPRESENTATIVA) DO SERVIÇO DE INSTALAÇÃO DE TUBO DE PVC, SÉRIE NORMAL, ESGOTO PREDIAL, DN 50 MM (INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO), INCLUSIVE CONEXÕES, CORTES E FIXAÇÕES PARA, PRÉDIOS. AF_10/2015;1.13 ;09/07/2025 11:47;10/07/2025 13:47;251;"429;430";2.12.3.5.1.1;"2.18.2.3;2.18.2.4";Não
3;2.12.4;LOUÇAS/PIAS/TANQUES/METAIS /ACESSÓRIOS;64.64 ;07/08/2025 11:07;05/11/2025 17:11;;;;;Não
4;2.12.4.1;CHUVEIROS;1.13 ;18/08/2025 13:05;19/08/2025 14:05;;;;;Não
5;2.12.4.1.1;CHUVEIRO ELÉTRICO COMUM CORPO PLÁSTICO, TIPO DUCHA ? FORNECIMENTO E INSTALAÇÃO. AF_01/2020;0.17 ;18/08/2025 13:05;19/08/2025 14:05;262;;2.12.4.2.6;;Não
4;2.12.4.2;LOUÇAS/PIAS/TANQUES;7.12 ;07/08/2025 11:07;18/08/2025 13:05;;;;;Não
5;2.12.4.2.1;VASO SANITÁRIO SIFONADO COM CAIXA ACOPLADA LOUÇA BRANCA - PADRÃO MÉDIO, INCLUSO ENGATE FLEXÍVEL EM METAL CROMADO, 1/2  X 40CM - FORNECIMENTO E INSTALAÇÃO. AF_01/2020;1.28 ;07/08/2025 11:07;08/08/2025 14:22;"431;439";258;"2.18.2.5;2.19.2.1";2.12.4.2.2;Não
5;2.12.4.2.2;DUCHA HIGIEMICA ACQUA JET 2195 AQUARIUS FABRIMAR CR;0.88 ;08/08/2025 14:22;11/08/2025 15:22;257;259;2.12.4.2.1;2.12.4.2.3;Não
5;2.12.4.2.3;LAVATÓRIO LOUÇA BRANCA COM COLUNA, 45 X 55CM OU EQUIVALENTE, PADRÃO MÉDIO, INCLUSO SIFÃO TIPO GARRAFA, VÁLVULA E ENGATE FLEXÍVEL DE 40CM EM METAL CROMADO, COM APARELHO MISTURADOR PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_01/2020;1.34 ;11/08/2025 15:22;13/08/2025 09:05;258;260;2.12.4.2.2;2.12.4.2.4;Não
5;2.12.4.2.4;LAVATÓRIO SUSPENSO (BANHEIRO PNE);0.18 ;13/08/2025 09:05;14/08/2025 10:05;259;261;2.12.4.2.3;2.12.4.2.5;Não
5;2.12.4.2.5;CUBA DE EMBUTIR OVAL EM LOUÇA BRANCA, 35 X 50CM OU EQUIVALENTE, INCLUSO VÁLVULA E SIFÃO TIPO GARRAFA EM METAL CROMADO - FORNECIMENTO E INSTALAÇÃO. AF_01/2020;0.95 ;14/08/2025 10:05;15/08/2025 11:05;260;262;2.12.4.2.4;2.12.4.2.6;Não
5;2.12.4.2.6;TANQUE DE LOUÇA BRANCA COM COLUNA, 30L OU EQUIVALENTE, INCLUSO SIFÃO FLEXÍVEL EM PVC, VÁLVULA METÁLICA E TORNEIRA DE METAL CROMADO PADRÃO MÉDIO - FORNECIMENTO E INSTALAÇÃO. AF_01/2020;0.55 ;15/08/2025 11:05;18/08/2025 13:05;261;255;2.12.4.2.5;2.12.4.1.1;Não
4;2.12.4.3;METAIS;3.38 ;29/10/2025 09:11;03/11/2025 13:11;;;;;Não
5;2.12.4.3.1;CUBA DE EMBUTIR DE AÇO INOXIDÁVEL MÉDIA, INCLUSO VÁLVULA TIPO AMERICANA E SIFÃO TIPO GARRAFA EM METAL CROMADO - FORNECIMENTO E INSTALAÇÃO. AF_01/2020;0.3 ;29/10/2025 09:11;30/10/2025 10:11;453;265;2.20.2.4;2.12.4.3.2;Não
5;2.12.4.3.2;CUBA REDONDA ACO INOXIDAVEL COM METAIS;0.45 ;30/10/2025 10:11;31/10/2025 11:11;264;266;2.12.4.3.1;2.12.4.3.3;Não
5;2.12.4.3.3;BARRA DE APOIO RETA, EM ACO INOX POLIDO, COMPRIMENTO 80 CM,  FIXADA NA PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_01/2020;0.59 ;31/10/2025 11:11;03/11/2025 13:11;265;70;2.12.4.3.2;2.6.1;Não
4;2.12.4.4;ACESSÓRIOS;5.88 ;29/10/2025 09:11;05/11/2025 17:11;;;;;Não
5;2.12.4.4.1;"Assento plastico, universal, branco, para vaso sanitario, tipo convencional, incepa ou similar - origem: adapt orse;2066";1.38 ;29/10/2025 09:11;30/10/2025 13:11;453;269;2.20.2.4;2.12.4.4.2;Não
5;2.12.4.4.2;SABONETEIRA DE SOBREPOR (FIXADA NA PAREDE), TIPO CONCHA, EM ACO INOXIDAVEL - FORNECIMENTO E INSTALACAO;0.19 ;30/10/2025 13:11;31/10/2025 14:11;268;270;2.12.4.4.1;2.12.4.4.3;Não
5;2.12.4.4.3;PORTA-PAPEL TOALHA CAIXA DE ALUMINIO;0.83 ;31/10/2025 14:11;03/11/2025 15:11;269;271;2.12.4.4.2;2.12.4.4.4;Não
5;2.12.4.4.4;PAPELEIRA DE PAREDE EM METAL CROMADO SEM TAMPA, INCLUSO FIXAÇÃO. AF_01/2020;0.43 ;03/11/2025 15:11;04/11/2025 16:11;270;272;2.12.4.4.3;2.12.4.4.5;Não
5;2.12.4.4.5;SABONETEIRA PLASTICA TIPO DISPENSER PARA SABONETE LIQUIDO COM RESERVATORIO 800 A 1500 ML, INCLUSO FIXAÇÃO. AF_01/2020;0.75 ;04/11/2025 16:11;05/11/2025 17:11;271;"70;365";2.12.4.4.4;"2.6.1;2.12.7";Não
3;2.12.5;INSTALAÇÕES ELÉTRICAS;118.2 ;01/04/2025 16:27;15/09/2025 09:02;;;;;Não
4;2.12.5.1;QUADROS E ALIMENTADORES;21.38 ;08/07/2025 10:47;06/08/2025 14:47;;;;;Não
5;2.12.5.1.1;QUADRO DE DISTRIBUICAO DE ENERGIA DE EMBUTIR, EM CHAPA METALICA, PARA 50 DISJUNTORES TERMOMAGNETICOS MONOPOLARES, COM BARRAMENTO TRIFASICO E NEUTRO, FORNECIMENTO E INSTALACAO;1.13 ;08/07/2025 10:47;09/07/2025 11:47;"370;375";277;"2.13.2.1;2.13.4";2.12.5.1.3;Não
5;2.12.5.1.2;QUADRO DE DISTRIBUICAO DE ENERGIA DE EMBUTIR, EM CHAPA METALICA, PARA 32 DISJUNTORES TERMOMAGNETICOS MONOPOLARES, COM BARRAMENTO TRIFASICO E NEUTRO, FORNECIMENTO E INSTALACAO;1.13 ;08/07/2025 10:47;09/07/2025 11:47;"370;375";277;"2.13.2.1;2.13.4";2.12.5.1.3;Não
5;2.12.5.1.3;DISJUNTOR TERMOMAGNETICO TRIPOLAR EM CAIXA MOLDADA 175 A 225A 240V, FORNECIMENTO E INSTALACAO;1.13 ;09/07/2025 11:47;10/07/2025 13:47;"276;275;331";278;"2.12.5.1.2;2.12.5.1.1;2.12.5.6.5";2.12.5.1.4;Não
5;2.12.5.1.4;DISJUNTOR TRIPOLAR 100A/40KA;1.13 ;10/07/2025 13:47;11/07/2025 14:47;277;279;2.12.5.1.3;2.12.5.1.5;Não
5;2.12.5.1.5;DISJUNTOR BIPOLAR TIPO DIN, CORRENTE NOMINAL DE 25A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020;1.13 ;11/07/2025 14:47;14/07/2025 15:47;278;280;2.12.5.1.4;2.12.5.1.6;Não
5;2.12.5.1.6;DISJUNTOR BIPOLAR TIPO DIN, CORRENTE NOMINAL DE 20A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020;1.13 ;14/07/2025 15:47;15/07/2025 16:47;279;281;2.12.5.1.5;2.12.5.1.7;Não
5;2.12.5.1.7;DISJUNTOR MONOPOLAR TIPO DIN, CORRENTE NOMINAL DE 20A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020;1.13 ;15/07/2025 16:47;16/07/2025 17:47;280;282;2.12.5.1.6;2.12.5.1.8;Não
5;2.12.5.1.8;DISPOSITIVO DIFERENCIAL DR ALTA SENSIB.(30mA) BIPOLAR 25A - ADAP SBC 064720;1.13 ;16/07/2025 17:47;18/07/2025 09:47;281;283;2.12.5.1.7;2.12.5.1.9;Não
5;2.12.5.1.9;INTERRUPTOR DIFERENCIAL RESIDUAL DR-25A;1.13 ;18/07/2025 09:47;21/07/2025 10:47;282;284;2.12.5.1.8;2.12.5.1.10;Não
5;2.12.5.1.10;SUPRESSOR DE SURTOS PARA REDE ELETRICA;1.13 ;21/07/2025 10:47;22/07/2025 11:47;283;285;2.12.5.1.9;2.12.5.1.11;Não
5;2.12.5.1.11;CABO DE COBRE FLEXÍVEL ISOLADO, 150 MM², ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021;1.13 ;22/07/2025 11:47;23/07/2025 13:47;284;286;2.12.5.1.10;2.12.5.1.12;Não
5;2.12.5.1.12;TERMINAL A PRESSAO REFORCADO PARA CONEXAO DE CABO DE COBRE A BARRA, CABO 150 E 185MM2 - FORNECIMENTO E INSTALACAO;1.13 ;23/07/2025 13:47;24/07/2025 14:47;285;287;2.12.5.1.11;2.12.5.1.13;Não
5;2.12.5.1.13;CABO DE COBRE FLEXÍVEL ISOLADO, 95 MM², ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021;1.13 ;24/07/2025 14:47;25/07/2025 15:47;286;288;2.12.5.1.12;2.12.5.1.14;Não
5;2.12.5.1.14;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 95 MM2 - FORNECIMENTO E INSTALACAO;1.13 ;25/07/2025 15:47;28/07/2025 16:47;287;289;2.12.5.1.13;2.12.5.1.15;Não
5;2.12.5.1.15;CABO DE COBRE FLEXÍVEL ISOLADO, 50 MM², ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021;1.13 ;28/07/2025 16:47;29/07/2025 17:47;288;290;2.12.5.1.14;2.12.5.1.16;Não
5;2.12.5.1.16;TERMINAL METALICO A PRESSAO PARA 1 CABO DE 50 MM2 - FORNECIMENTO E INSTALACAO;1.13 ;29/07/2025 17:47;31/07/2025 09:47;289;291;2.12.5.1.15;2.12.5.1.17;Não
5;2.12.5.1.17;CABO DE COBRE FLEXÍVEL ISOLADO, 25 MM², ANTI-CHAMA 0,6/1,0 KV, PARA REDE ENTERRADA DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - FORNECIMENTO E INSTALAÇÃO. AF_12/2021;1.13 ;31/07/2025 09:47;01/08/2025 10:47;290;292;2.12.5.1.16;2.12.5.1.18;Não
5;2.12.5.1.18;TERMINAL METALICO A PRESSAO P/ 1 CABO DE COBRE DE 25 MM2 COM 1 FURO DE FIXAÇÃO - FORNECIMENTO E INSTALACAO;1.13 ;01/08/2025 10:47;04/08/2025 11:47;291;293;2.12.5.1.17;2.12.5.1.19;Não
5;2.12.5.1.19;CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015;1.13 ;04/08/2025 11:47;05/08/2025 13:47;292;294;2.12.5.1.18;2.12.5.1.20;Não
5;2.12.5.1.20;TERMINAL OU CONECTOR DE PRESSAO - PARA CABO 16MM2 - FORNECIMENTO E INSTALACAO;1.13 ;05/08/2025 13:47;06/08/2025 14:47;293;310;2.12.5.1.19;2.12.5.4.1;Não
4;2.12.5.2;CABOS ELÉTRICOS DOS CIRCUITOS TERMINAIS;3.38 ;08/08/2025 17:38;14/08/2025 11:38;;;;;Não
5;2.12.5.2.1;CABO DE COBRE FLEXÍVEL ISOLADO, 2,5 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023;1.13 ;08/08/2025 17:38;12/08/2025 09:38;308;297;2.12.5.3.9;2.12.5.2.2;Não
5;2.12.5.2.2;CABO DE COBRE FLEXÍVEL ISOLADO, 4 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023;1.13 ;12/08/2025 09:38;13/08/2025 10:38;296;298;2.12.5.2.1;2.12.5.2.3;Não
5;2.12.5.2.3;CABO DE COBRE FLEXÍVEL ISOLADO, 6 MM², ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023;1.13 ;13/08/2025 10:38;14/08/2025 11:38;297;310;2.12.5.2.2;2.12.5.4.1;Não
4;2.12.5.3;ELETRODUTOS, ELETROCALHAS, CAIXAS E ACESSÓRIOS;10.13 ;25/07/2025 16:38;08/08/2025 17:38;;;;;Sim
5;2.12.5.3.1;ELETRODUTO DE AÇO GALVANIZADO, CLASSE LEVE, DN 25 MM (1??), APARENTE, INSTALADO EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_11/2016_P;1.13 ;25/07/2025 16:38;28/07/2025 17:38;"429;430";301;"2.18.2.3;2.18.2.4";2.12.5.3.2;Sim
5;2.12.5.3.2;"ELETRODUTO FLEXIVEL KANALEX 4"". ADAP SBC 061305. FORNECIMENTO E INSTALAÇÃO.";1.13 ;28/07/2025 17:38;30/07/2025 09:38;300;302;2.12.5.3.1;2.12.5.3.3;Sim
5;2.12.5.3.3;"ELETROCALHA PERFURADA TIPO """"U"""" 150X100 CHAPA 18 SEM TAMPA";1.13 ;30/07/2025 09:38;31/07/2025 10:38;301;303;2.12.5.3.2;2.12.5.3.4;Sim
5;2.12.5.3.4;PERFILADO PERFURADO 38x19x3000mm CHAPA 16;1.13 ;31/07/2025 10:38;01/08/2025 11:38;302;304;2.12.5.3.3;2.12.5.3.5;Sim
5;2.12.5.3.5;SUPORTE PARA ELETROCALHA LISA OU PERFURADA EM AÇO GALVANIZADO, LARGURA 200 OU 400 MM E ALTURA 50 MM, ESPAÇADO A CADA 1,5 M, EM PERFILADO DE SEÇÃO 38X76 MM, POR METRO DE ELETRECOLHA FIXADA. AF_07/2017;1.13 ;01/08/2025 11:38;04/08/2025 13:38;303;"480;305";2.12.5.3.4;"3;2.12.5.3.6";Sim
5;2.12.5.3.6;"TIRANTE ROSQUEADO 3/8"" X 1,00. REF.: ADAP SBC 055318. FORNECIMENTO E INSTALAÇÃO.";1.13 ;04/08/2025 13:38;05/08/2025 14:38;304;"480;306";2.12.5.3.5;"3;2.12.5.3.7";Sim
5;2.12.5.3.7;CONDULETE DE ALUMÍNIO, TIPO X, PARA ELETRODUTO DE AÇO GALVANIZADO DN 25 MM (1''), APARENTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2022;1.13 ;05/08/2025 14:38;06/08/2025 15:38;305;"480;307";2.12.5.3.6;"3;2.12.5.3.8";Sim
5;2.12.5.3.8;"CAIXA OCTOGONAL 3"" X 3"", PVC, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023";1.13 ;06/08/2025 15:38;07/08/2025 16:38;306;"480;308";2.12.5.3.7;"3;2.12.5.3.9";Sim
5;2.12.5.3.9;CAIXA DE PASSAGEM 30X30X40 COM TAMPA E DRENO BRITA;1.13 ;07/08/2025 16:38;08/08/2025 17:38;307;"480;296;425;467";2.12.5.3.8;"3;2.12.5.2.1;2.18.1.1;2.21.2.1";Sim
4;2.12.5.4;TOMADAS, INTERRUPTORES E LUMINÁRIAS;48.78 ;08/07/2025 10:47;15/09/2025 09:02;;;;;Não
5;2.12.5.4.1;LAMPADA LED EM SANCA 1x18W;1.13 ;05/09/2025 17:55;09/09/2025 09:55;"448;294;298";480;"2.20.1.3;2.12.5.1.20;2.12.5.2.3";3;Não
5;2.12.5.4.2;LUMINÁRIA ARANDELA TIPO MEIA LUA, DE SOBREPOR, COM 1 LÂMPADA LED DE 6 W, SEM REATOR - FORNECIMENTO E INSTALAÇÃO. AF_02/2020;1.13 ;10/09/2025 16:02;11/09/2025 17:02;450;312;2.20.2.1;2.12.5.4.3;Não
5;2.12.5.4.3;LUMINÁRIA DE EMERGÊNCIA, COM 30 LÂMPADAS LED DE 2 W, SEM REATOR - FORNECIMENTO E INSTALAÇÃO. AF_02/2020;1.13 ;11/09/2025 17:02;15/09/2025 09:02;311;480;2.12.5.4.2;3;Não
5;2.12.5.4.4;TOMADA BAIXA DE EMBUTIR (1 MÓDULO), 2P+T 10 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_03/2023;1.13 ;08/07/2025 10:47;09/07/2025 11:47;"370;375";314;"2.13.2.1;2.13.4";2.12.5.4.5;Não
5;2.12.5.4.5;TOMADA ALTA DE EMBUTIR (1 MÓDULO), 2P+T 20 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_03/2023;1.13 ;09/07/2025 11:47;10/07/2025 13:47;313;315;2.12.5.4.4;2.12.5.4.6;Não
5;2.12.5.4.6;INTERRUPTOR SIMPLES (1 MÓDULO), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_03/2023;1.13 ;10/07/2025 13:47;11/07/2025 14:47;314;316;2.12.5.4.5;2.12.5.4.7;Não
5;2.12.5.4.7;INTERRUPTOR SIMPLES (3 MÓDULOS), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_03/2023;1.13 ;11/07/2025 14:47;14/07/2025 15:47;315;317;2.12.5.4.6;2.12.5.4.8;Não
5;2.12.5.4.8;INTERRUPTOR PARALELO (1 MÓDULO), 10A/250V, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_03/2023;1.13 ;14/07/2025 15:47;15/07/2025 16:47;316;480;2.12.5.4.7;3;Não
4;2.12.5.5;ATERRAMENTO DO QGBT;3.38 ;01/04/2025 16:27;07/04/2025 10:27;;;;;Não
5;2.12.5.5.1;CORDOALHA DE COBRE NU 95 MM², NÃO ENTERRADA, COM ISOLADOR - FORNECIMENTO E INSTALAÇÃO. AF_12/2017;1.13 ;02/04/2025 17:27;04/04/2025 09:27;324;325;2.12.5.5.6;2.12.5.5.7;Não
5;2.12.5.5.2;CORDOALHA DE COBRE NU 50 MM², ENTERRADA, SEM ISOLADOR - FORNECIMENTO E INSTALAÇÃO. AF_12/2017;1.13 ;02/04/2025 17:27;04/04/2025 09:27;324;325;2.12.5.5.6;2.12.5.5.7;Não
5;2.12.5.5.3;HASTE DE ATERRAMENTO 5/8  PARA SPDA - FORNECIMENTO E INSTALAÇÃO. AF_12/2017;1.13 ;02/04/2025 17:27;04/04/2025 09:27;324;325;2.12.5.5.6;2.12.5.5.7;Não
